price,PoolArea,GarageCars,Fireplaces,TotRmsAbvGrd,Baths,SqFeet,CentralAir,Age,LotSize,BldgType,HouseStyle,condition
137.9,0,2,0,7,2,2136,1,55,10680,1,3,3
184,0,2,1,8,3,1490,2,4,15384,1,6,5
214,0,3,1,9,3,1933,2,1,14598,1,6,5
147,0,2,0,5,1,912,2,43,8872,1,3,8
367.294,0,3,1,7,2,1702,2,0,8769,5,3,5
127,0,1,0,7,2,1507,2,48,7910,1,8,5
132.5,0,2,0,6,1,1190,2,44,7728,3,8,6
142,0,2,0,6,1,1188,2,51,12160,1,3,5
130,0,0,0,7,2,1964,1,97,8525,1,6,6
138.887,0,1,0,9,2,1784,2,92,13132,1,6,5
175.5,0,2,0,6,3,1626,2,7,2628,4,6,5
195,0,2,1,8,3,1948,2,2,12393,1,6,5
142.5,0,2,0,6,2,1141,2,1,13072,1,3,5
224.9,0,2,0,8,3,1768,2,5,8158,1,6,5
248.328,0,3,0,7,2,1689,2,0,9849,1,3,6
170,0,2,2,6,2,1173,2,36,10625,1,7,6
465,0,3,1,7,3,2076,2,0,13891,1,3,5
169.9,0,3,0,6,1,1034,2,34,12328,1,8,5
129.5,0,2,1,8,2,2058,1,91,9600,1,5,5
119,0,1,0,6,1,988,2,57,7200,1,3,7
244,0,2,2,8,3,2110,2,42,11160,1,3,5
130,0,1,0,5,1,874,2,41,9858,1,3,6
294,0,2,2,9,3,2167,2,33,17542,1,6,7
165.4,0,2,1,7,3,1656,2,5,6931,1,6,5
127.5,0,1,1,6,1,1367,2,76,6240,1,1,6
301.5,0,2,1,7,2,1987,2,14,14303,1,3,5
190,0,2,0,5,2,1166,2,3,9587,1,8,5
151,0,2,0,6,2,1054,2,39,9750,1,3,8
181,0,2,1,7,3,1675,2,10,24682,1,6,5
128.9,0,1,0,5,1,1050,2,53,9600,1,3,6
161.5,0,1,2,8,1,1788,2,52,11250,1,1,5
180.5,0,2,1,8,1,1824,2,88,13515,1,6,6
181,0,2,0,5,2,1337,2,10,4060,5,3,5
183.9,0,2,0,6,3,1452,2,7,3735,5,6,5
122,0,1,1,9,2,1889,1,97,10120,2,5,4
378.5,0,3,1,10,2,2018,2,2,13214,1,3,5
381,0,3,2,11,4,3447,2,73,14100,1,1,9
144,0,1,0,7,2,1524,2,49,11344,1,1,5
185.75,0,2,1,7,2,1489,2,41,9156,1,3,7
137,0,1,0,5,1,935,2,41,13526,1,3,6
177,0,1,1,5,1,1357,2,49,11512,1,8,7
137,0,2,0,10,2,1920,2,59,11345,3,6,5
162,0,2,1,6,2,1395,2,37,12936,1,6,6
197.9,0,2,1,7,2,1724,2,42,17871,1,8,5
237,0,2,1,7,3,2031,2,6,9473,1,6,5
227,0,2,0,6,2,1573,2,7,9808,1,3,5
180,0,2,1,6,2,1339,2,16,8049,1,3,5
150.5,0,2,0,5,2,1040,2,32,8800,1,3,7
139,0,0,0,8,4,1824,2,39,9400,3,6,5
169,0,1,1,10,2,2447,2,91,9638,1,1,7
143,0,2,2,6,2,1328,2,47,9790,1,3,5
278,0,2,1,5,2,1659,2,9,5664,5,3,5
281,0,3,1,8,3,1970,2,0,11065,1,6,5
180.5,0,2,1,6,1,1152,2,46,14112,1,8,7
107.5,0,1,0,11,2,2372,1,117,6600,1,6,4
115,0,2,0,5,1,864,2,51,8172,1,3,7
138.5,0,1,0,5,2,1052,2,38,8400,1,3,5
155,0,2,0,6,2,1128,2,45,8700,1,3,6
140,0,2,0,5,2,1072,2,1,3675,5,7,5
154,0,1,0,6,2,1246,2,51,7500,1,3,7
290,0,3,1,8,3,2526,2,12,10120,1,6,5
232,0,3,0,7,2,1616,2,1,8688,1,3,5
130,0,2,0,7,2,1708,2,2,3363,5,6,5
325,0,2,2,6,2,1652,2,3,13173,1,3,5
202.5,0,2,1,6,2,1368,2,1,6955,5,3,5
138,0,2,0,5,1,990,2,15,8072,1,3,5
147,0,2,0,6,1,1122,2,60,12000,1,3,7
179.2,0,2,0,6,2,1294,2,17,7153,1,3,5
335,0,2,2,7,2,1902,2,51,17500,1,3,8
302,0,2,1,9,3,2810,2,17,9572,1,6,5
333.168,0,3,1,10,3,2599,2,11,14774,1,6,5
119,0,1,1,5,1,948,2,53,8190,1,3,6
206.9,0,2,2,9,3,2112,2,39,11075,1,6,5
295.493,0,3,1,8,2,1630,2,1,10226,1,3,5
111,0,1,0,5,1,948,2,53,10215,1,3,5
156.5,0,2,2,6,2,1478,2,52,8400,1,3,3
72.5,0,1,0,4,1,720,1,59,6627,1,3,6
190,0,2,1,8,3,1923,2,18,10186,1,6,5
82.5,0,0,0,5,1,708,2,69,5330,1,3,7
147,0,3,1,7,2,1795,2,1,9986,1,3,5
55,0,0,0,5,1,796,1,86,3636,1,3,4
130.5,0,1,1,5,1,816,2,26,6600,1,3,9
256,0,2,2,8,2,2792,2,88,10440,1,1,7
176.5,0,2,1,8,3,1632,2,8,9084,1,6,5
227,0,3,1,7,2,1588,2,1,10000,1,3,5
100,0,1,1,3,1,816,2,71,8877,1,3,6
125.5,0,1,0,6,2,1360,2,68,7200,1,1,6
125,0,2,0,7,2,1365,2,39,2368,5,6,6
167.9,0,2,1,6,2,1334,2,32,9650,1,3,5
135,0,2,0,8,2,1656,2,35,9246,3,3,5
52.5,0,0,0,4,1,693,1,65,4118,1,3,4
128.5,0,1,0,5,1,864,2,34,9560,1,3,7
123,0,4,0,5,1,872,2,36,8294,1,3,5
155,0,2,0,6,1,1114,2,5,13695,1,3,5
228.5,0,2,1,7,3,2169,2,5,9375,1,6,5
177,0,2,1,9,2,1913,2,81,7558,1,1,6
155.835,0,2,1,8,3,1456,2,1,11103,1,6,5
108.5,0,1,0,5,1,960,2,87,6000,1,3,4
262.5,0,2,1,9,2,2156,2,38,20781,1,3,7
283.463,0,3,1,7,2,1776,2,1,15306,1,3,5
215,0,2,1,5,2,1494,2,9,16196,1,3,5
200,0,4,0,12,4,2634,2,40,11643,3,6,5
235,0,3,1,7,3,1865,2,8,10316,1,6,5
170,0,2,1,8,3,1920,2,38,10192,1,8,6
110,0,1,0,5,1,892,2,42,9477,1,3,5
149.9,0,2,1,6,2,1078,2,39,12537,1,3,6
315,0,3,1,8,2,1980,2,2,16737,1,3,5
260,0,2,1,7,2,1530,2,4,16158,1,3,5
156.932,0,2,1,6,3,1412,2,1,8499,1,6,5
144.152,0,2,0,4,3,1200,2,1,3180,5,6,5
193,0,2,0,7,3,1790,2,9,9179,1,6,5
127,0,1,1,6,2,1475,2,29,2665,5,6,6
144,0,2,0,4,1,848,2,6,4435,5,3,5
232,0,2,1,8,2,1668,2,7,10635,1,3,5
105,0,1,0,6,1,1374,2,89,5400,1,1,6
165.5,0,1,1,8,1,1661,2,53,9600,1,8,6
274.3,0,2,1,8,3,2097,2,8,9750,1,6,6
250,0,3,1,9,3,1958,2,3,10625,1,6,5
239,0,3,1,7,2,1571,2,0,10991,1,3,5
91,0,1,0,4,1,790,1,78,6292,1,3,5
117,0,2,0,6,2,1604,2,68,10998,1,1,5
83,0,1,0,5,2,987,2,33,1953,4,6,5
167.5,0,2,0,7,3,1394,2,2,9735,1,8,5
58.5,0,1,0,5,1,864,1,96,8212,1,3,3
237.5,0,2,2,7,3,2117,2,38,12925,1,3,7
157,0,2,0,8,2,1762,2,86,7200,1,6,7
105,0,1,0,6,1,1258,2,70,9060,1,1,5
125.5,0,1,0,7,1,1154,2,88,5436,1,1,8
250,519,2,2,12,4,2784,2,28,16692,1,6,5
136,0,1,1,10,2,2526,1,91,8520,1,1,7
377.5,0,3,2,7,2,1746,2,3,14892,1,3,5
131,0,2,1,6,1,1218,2,66,6000,1,1,6
235,0,2,0,6,2,1525,2,6,9100,1,3,5
124,0,3,0,8,2,1584,2,42,8944,3,3,5
123,0,1,1,6,1,900,2,39,7838,1,7,5
163,0,2,1,7,2,1912,1,103,10800,2,1,7
246.578,0,3,1,6,2,1500,2,0,4045,5,3,5
281.213,0,3,1,9,3,2482,2,2,12665,1,6,5
160,0,2,2,7,1,1687,2,62,57200,1,3,5
137.5,0,1,0,8,2,1513,2,87,6120,1,6,8
138,0,1,0,7,2,1904,2,59,7200,1,1,4
137.45,0,1,1,7,3,1608,2,84,6171,1,1,6
120,0,1,1,5,1,1158,2,79,6000,1,1,7
193.879,0,2,1,6,2,1294,2,0,6762,1,3,5
282.922,0,3,0,6,2,1464,2,0,15256,1,3,5
105,0,3,0,6,1,1214,2,91,10410,1,1,4
133,0,2,0,5,1,768,2,37,8445,1,7,7
112,0,0,0,5,1,833,2,24,8780,1,3,5
125.5,0,2,0,6,1,1363,2,100,7740,1,6,7
90,0,2,0,6,2,1040,1,60,7200,3,3,5
257,0,2,1,7,2,1844,2,4,10994,1,3,5
207,0,2,1,8,2,1848,2,85,13053,1,1,7
175.9,0,3,1,7,2,1569,2,2,3635,5,3,5
122.5,0,2,0,11,2,2290,2,125,11340,2,6,6
124,0,1,0,6,2,1144,2,45,9204,1,3,5
223,0,2,1,7,2,1844,2,37,16381,1,3,5
179.9,0,2,1,7,3,1416,2,38,11700,1,6,6
127.5,0,2,1,4,2,1069,2,33,4043,5,3,5
136.5,0,2,0,3,1,848,2,5,4435,5,3,5
274.97,738,2,1,8,2,2201,2,40,19690,1,8,7
144,0,1,1,6,1,1344,2,49,9503,1,3,5
142,0,2,0,7,1,1252,2,49,10721,1,3,6
140,0,1,1,6,2,1558,2,63,10930,1,1,6
182.9,0,2,1,7,2,1440,2,26,12546,1,3,7
143.75,0,2,0,5,2,958,2,33,4928,5,3,6
64.5,0,1,0,5,2,968,2,80,10800,1,3,6
186.5,0,2,1,8,3,1792,2,8,10261,1,6,5
160,0,2,1,5,2,1126,2,29,17400,1,3,5
174,0,2,1,7,2,1537,2,46,8400,1,3,9
120.5,0,2,0,5,1,864,2,36,9000,1,3,6
394.617,0,3,1,7,2,1932,2,0,12444,1,3,5
149.7,0,2,0,6,1,1236,2,53,7407,1,3,7
197,0,2,1,6,3,1725,2,28,11584,1,8,6
191,0,2,1,11,2,2555,2,86,11526,1,4,7
149.3,0,2,1,3,1,848,2,4,4426,5,3,5
310,0,3,1,10,3,2007,2,1,11003,1,6,5
121,0,1,1,4,1,952,1,93,8854,1,2,6
179.6,0,2,0,7,2,1422,2,3,8500,1,3,5
129,0,1,0,6,1,913,2,41,8400,1,7,5
157.9,0,1,0,6,1,1188,2,48,26142,1,3,7
92,0,0,0,3,1,630,2,36,1533,4,7,7
136,0,0,0,8,4,1792,2,35,9000,3,6,5
287.09,0,3,1,7,2,1578,2,1,9262,1,3,5
145,0,2,0,5,1,1072,2,1,3675,5,8,5
84.5,0,0,0,6,1,1140,2,0,17217,1,3,5
210,0,2,2,7,2,2073,2,32,13175,1,3,6
266.5,0,1,2,9,2,2340,2,69,9042,1,6,9
142.125,0,1,0,5,1,1078,2,60,9717,1,3,6
